user_id,username,location,age,gender,preferences
488,TapasP72,,,,"non-smoking rooms, express check-in / check-out, banquet room, 24-hour room service, kitchenette, sofa, hot tub, riyadh, luxury hotel, spa, separate living room, stovetop, english, bedrooms, 24-hour front desk, family rooms, room service, interconnected room(s) available, private balcony, breakfast available, seating area, 24-hour check-in, a tea and coffee set, suites, dining area, pool, separate dining area, business center, vip room facilities, doorperson, private bathrooms, bath / shower, multilingual staff, safe, meeting rooms, electric kettle, concierge, oven, tamil, resting rooms, filipino, additional bathroom, french, light-filled spaces, luxury, 24-hour security, complimentary tea, desk, steam room, breakfast in the room"
489,yousefbaalbaki,"Jeddah, Makkah Province",,,"conference facilities, suites, english, resting rooms, interconnected room(s) available, desk"
490,Maps46045580049,"Rabat, Rabat-Salé-Kenitra",,,"concierge, multilingual staff, shaza riyadh, suites, stovetop, breakfast buffet, dining area, breakfast included, minibar, family rooms, kitchenette, doorperson, interconnected room(s) available, restaurant, safe, riyadh, breakfast available, breakfast in the room"
491,khaledaU674HY,,,,"multilingual staff, luxury, riyadh, comfort"
492,Canada54travel,"Ontario's Thousand Islands, Ontario",,,"concierge, suites, english, panoramic view, executive lounge access, smoking rooms available, international, internet, jw marriott hotel riyadh, luxury, comfort, room service, multilingual staff, desk"
493,3gavina,Bahrain,,,"international, middle eastern, vip room facilities, luxury, comfort, multilingual staff, safe, riyadh, breakfast available"
494,statoRou,"Glendale, California",,,"non-smoking rooms, technology, wifi, riyadh, executive lounge access, international, jw marriott hotel riyadh, room service, breakfast available, seating area, suites, butler service, vip room facilities, comfort, private bathrooms, multilingual staff, safe, concierge, middle eastern, luxury, housekeeping, desk, breakfast in the room"
495,naruto997,"London, England",,,"jw marriott hotel riyadh, international, riyadh, middle eastern"
496,popecorn,"London, England",,,"on-site, elements, smoking rooms available, guests, walking distance, topkapi, housekeeping, air conditioning, interconnected room(s) available, onsite, meeting rooms, riyadh, desk"
497,krzys1970,"Warsaw, Mazovia Province, Central Poland",,,"breakfast buffet, room amenities, accessible rooms, elements, hilton, tabouk, walking distance, air conditioning, interconnected room(s) available, breakfast available, soundproof rooms, suites, hilton garden inn tabuk, a hotel that brings the best of tabouk to your doorstep., safe, concierge, smoking rooms available, tabuk, breakfast in the room"
498,Milano_my_home,United States,,,"interconnected room(s) available, guests, riyadh, desk"
499,fira2007,"Vancouver, British Columbia",,,"english, accessible rooms, elements, express check-in / check-out, guests, wifi, internet, 24-hour front desk, topkapi, home away from home, interconnected room(s) available, multilingual staff, safe, riyadh, desk"
500,peterv662,"Riyadh, Riyadh Province",,,"sultan's isn't your average steakhouse., theatre, ibis riyadh olaya street, elements, tea, turkish maestros, alcoholic beverage, flambeed, guests, smoking rooms available, walking distance, food, topkapi, arabic, sultan's special, steak, interconnected room(s) available, desk"
501,tavonpetteway,,,,"concierge, 24-hour fitness center, hyatt place riyadh al sulaimania is conveniently located in the heart of riyadh, suites, hyatt regency, fitness center, accessible rooms, pool, bridal suite, safe, adult pool, rooftop pool, outdoor pool, sofa, bath / shower, multilingual staff, hotel, offering a wealth of enriching individual experiences to both business and leisure travelers alike."
502,434chas24,,,,"hyatt place riyadh al sulaimania is conveniently located in the heart of riyadh, concierge, suites, accessible rooms, business center, shared lounge / tv area, family rooms, multilingual staff, hotel"
503,frevilla2024,,,,"suites, hotel, accessible rooms, dining area"
504,mohamedeW9513OR,,,,"hyatt place riyadh al sulaimania is conveniently located in the heart of riyadh, concierge, hyatt regency, tourist attractions, suites, accessible rooms, dining area, pool, outdoor dining area, rooftop terrace, bridal suite, adult pool, sofa, hotel, offering a wealth of enriching individual experiences to both business and leisure travelers alike."
505,feridun396,Ankara,,,"suites, dining area, bridal suite, bar/lounge, sofa, bath / shower, hotel"
506,E5500WDabdullaha,"Riyadh, Riyadh Province",,,"bathrobes, kids club, private pools, tennis court, hot tub, riyadh, spa, radisson collection hotel, entertainment staff, a radisson collection hotel, seating area, public wifi, the changing landscapes, suites, pool, bar/lounge, internet, private gardens, restaurant, private check-in / check-out, concierge, additional bathroom, indoor pool, luxury villas, heated pool, an exclusive escape replete with once-in-a-lifetime experiences, saudi arabia, minibar"
507,SaudiBM,,,,"radisson collection hotel, non-smoking rooms, breakfast buffet, bicycles available, breakfast included, horseback riding, an exclusive escape replete with once-in-a-lifetime experiences, saudi arabia, safe, riyadh, breakfast available, a radisson collection hotel"
508,291ghadia,,,,"the changing landscapes, hot tub, indoor pool, heated pool, outdoor pool, an exclusive escape replete with once-in-a-lifetime experiences, multilingual staff, seating area"
509,M7636XLmaryn,"Riyadh, Riyadh Province",,,"bathrobes, non-smoking rooms, breakfast buffet, kids club, banquet room, private pools, wheelchair access, wifi, shuttle bus service, kitchenette, laundry service, hot tub, wake up service / alarm clock, ironing service, riyadh, free internet, spa, allergy-free room, entertainment staff, nofa, golf course, complimentary toiletries, outdoor pool, room service, breakfast available, public wifi, seating area, saudi arabia, a radisson collection hotel, suites, the changing landscapes, fitness center, pool, butler service, business center, breakfast included, internet, nofa resort riyadh, bar/lounge, arabic, restaurant, multilingual staff, safe, meeting rooms, private check-in / check-out, free parking, concierge, free wifi, additional bathroom, indoor pool, luxury villas, heated pool, housekeeping, nofa wildlife park, an exclusive escape replete with once-in-a-lifetime experiences, afrikaans, minibar, breakfast in the room"
510,560applel,,,,"luxury villas, safe, multilingual staff, a radisson collection hotel"
511,maridingm,,,,"breakfast buffet, dining area, filipino, luxury, lush, arabic, restaurant, safe, multilingual staff, breakfast available"
512,blus129,,,,"multilingual staff, dining area, separate dining area, luxury, lush, interconnected room(s) available, restaurant, safe, riyadh"
513,bapakrich,"Riyadh, Riyadh Province",,,"dining area, filipino, internet, luxury, lush, interconnected room(s) available, restaurant, multilingual staff"
514,_B219XB,,,,"concierge, pool view, breakfast buffet, dining area, accessible rooms, sun terrace, luxury, lush, interconnected room(s) available, multilingual staff, safe, breakfast available"
515,_H8739KX,,,,"english, breakfast buffet, accessible rooms, seating area, dining area, separate dining area, additional bathroom, family rooms, luxury, lush, arabic, room service, interconnected room(s) available, restaurant, safe, multilingual staff, breakfast available, breakfast in the room"
516,kittym826,,,,"on-site, meeting rooms"
517,ahmednL1019CP,"6th of October City, Giza Governorate",,,"amenities, budget friendly environment, family rooms, beachfront"
518,RamadanI8,"Cairo, Cairo Governorate",,,"amenities, tidal wave"
519,860kingl,"Rome, Lazio",,,"budget friendly environment, the hotel features a concierge and room service, amenities, alexandria, bibliotheca alexandrina, family rooms, luxury, mecca hotel"
520,11mohamed11,"Cairo, Cairo Governorate",,,"budget friendly environment, amenities, internet, alexandria, beach access, beachfront, tidal wave, mecca hotel is a budget friendly hotel offering a refrigerator"
521,maryhU2788BX,,,,"pikes peak, couples, family owned, clean & family owned, bath / shower, pikes peak region, colorado"
522,RandySessions,"Derby, Kansas",,,"pikes peak, couples, english, solo traveler, swimming pool, family owned, clean & family owned, outdoor pool, bath / shower, manitou springs, pikes peak region, colorado"
523,74eddiew,"Houston, Texas",,,"couples, non-smoking rooms, solo traveler, english, non-smoking hotel, wheelchair access, family owned, am coffee, clean & family owned, singles, the mecca motel welcomes, bath / shower, colorado"
524,juliesG1789IK,,,,"solo traveler, family owned, wifi, internet, clean & family owned, bath / shower"
525,kimberlysR3603FM,"Kansas City, Missouri",,,clean & family owned
526,alexpressed,"London, England",,,"attraction, non-smoking rooms, non-smoking hotel, ibrahim, family rooms, air conditioning, relaxation, meral hotel"
527,vljackson86,"Mingo Junction, Ohio",,,"comfort, convenience, non-smoking rooms, non-smoking hotel"
528,Kpoe42,"Ripley, West Virginia",,,air conditioning
529,teamfriend21,"Toronto, Ontario",,,"comfort, convenience, sandusky is also known for some great parks"
530,HeidiTingstad,"Troy, Michigan",,,"convenience, non-smoking rooms, non-smoking hotel, guests, sandusky is also known for some great parks, sandusky, mecca hotel is a budget friendly hotel offering air conditioning in the rooms, including battery park marina and shoreline park, internet, wifi, mecca, comfort, lifestyle"
531,ravengirl2008,"Ravenna, Ohio",,,"convenience, english, guests, including battery park marina and shoreline park, wifi, internet, lifestyle"
532,bowwowp,,,,"outdoor pool, shallow end, campground resort, pool"
533,harley28356,"Apex, North Carolina",,,"outdoor furniture, outdoor dining area, picnic area, pool, campground resort, tellico plains, shared bathroom, outdoor fireplace, outdoor pool, tn, patio, refrigerator in room"
