user_id,username,location,age,gender,preferences_x,preferences_y
590,Pacipappa,"Jackson Hole, Wyoming",,,,"Pool, Internet, Suites, Room service, Free parking, Wheelchair access, Restaurant, Bar/Lounge, Spa, Wifi, Free Wifi, Dry Cleaning, Fitness center, Banquet Room, Family Rooms, Conference Facilities, Safe, Sauna, Arabic, Fitness / Spa Locker Rooms, Ironing Service, 24-Hour Security, Kids Activities, Free Internet, Airport transportation, Meeting rooms, Hot Tub, Non-smoking rooms, Business center, Laundry Service, Concierge, Air conditioning, Multilingual Staff, Minibar, Non-smoking hotel, Breakfast Buffet, Breakfast Available TIME Rako Hotel is a new four star property by TIME Hotels and Resorts in Al Wakra, Qatar. “Rako” which means relaxation or enjoyment in Japanese - is conveniently located 15 minutes from the city centre of Doha, only 10 minutes from Hamad International Airport and 15 minutes from Hamad Port. Ideal for both business executives and families, this modern hotel blends residence privacy with the luxury and convenience of hotel services and facilities."
591,PVVVV,"McMinnville, Oregon",,,," Following good traditions, Lucia’s proposes a dining experience that lives in the traditional past, but is also enjoyed by today’s modern diner who also seeks a taste a of the past."
592,Ballner,"St. Wolfgang, Upper Austria",,,,"Free parking, Internet, Suites, Free Internet, Free Wifi, Breakfast included, Non-smoking rooms, Banquet Room, Air conditioning, Refrigerator in room, Conference Facilities, Wheelchair access, Kids Activities, Restaurant, Bar/Lounge, Wifi, Public Wifi, Meeting rooms, Golf course, Business center, Laundry Service, Non-smoking hotel, Bowling, Bridal Suite, Game Room, Newspaper, Vending Machine Welcome to Medina Inn, your Medina “home away from home.” Medina Inn aims to make your visit as relaxing and enjoyable as possible, which is why so many guests continue to come back year after year.
While staying at Medina Hotel, visitors can check out Skyrock Farm (2.8 mi), which is a popular Medina attraction.
Rooms at Medina Inn offer air conditioning and a refrigerator providing exceptional comfort and convenience, and guests can go online with free wifi.
Newspaper is one of the conveniences offered at this hotel. Free breakfast will also help to make your stay even more special. If you are driving to Medina Inn, free parking is available.
During your visit, be sure to check out a popular Medina pubs such as Medina Entertainment Center and Robert's Restaurant and Bar, which is a short distance from Medina Hotel.
Medina Inn puts the best of Medina at your fingertips, making your stay both relaxing and enjoyable.
"
593,KMBastirmaci,Ankara Province,,,,"Pool, Internet, Shuttle Bus Service, Suites, Room service, Free Internet, Free parking, Wheelchair access, Restaurant, Bar/Lounge, Airport transportation, Wifi, Free Wifi, Dry Cleaning, Meeting rooms, Non-smoking rooms, Business center, Fitness center, Laundry Service, Concierge, Banquet Room, Air conditioning, Family Rooms, Self-Serve Laundry, Minibar, Conference Facilities, Safe, Heated pool, Flatscreen TV, Breakfast Buffet, Poolside Bar, Outdoor pool, Facilities for Disabled Guests, Housekeeping, Kids Stay Free, Arabic, Baggage Storage, Bath / Shower, Blackout Curtains, Bottled Water, Car Hire, 24-Hour Check-in, Clothes Dryer, Currency Exchange, Desk, English, Filipino, Complimentary Toiletries, French, 24-Hour Front Desk, Gift Shop, Hair Dryer, Hindi, Interconnected room(s) available, Iron, Ironing Service, Salon, 24-Hour Security, Secured Parking, Snack Bar, Taxi Service, Electric vehicle charging station, BBQ Facilities, Bidet, Bosnian, Electric Kettle, First Aid Kit, Free Wifi in the Business Center, Free Wired Internet in the Business Center, Laptop Safe, Mountain View, Pool View, Walk-in Shower, Wardrobe / Closet Located in the heart of the city beside the creek, Hilton Garden Inn Ras Al Khaimah is close to local attractions such as the old town, souks and walking distance to the city’s major shopping malls. It is the perfect getaway for short and long leisure breaks. For those on a work trip, the hotel is in the business district and just across the Ras Al Khaimah Exhibition Centre and the Free Trade Zone"
594,qmauto79,,,,, Next door to the Tanuf Residency.
595,usmanmanj,,,,,"Free parking, Internet, Beachfront, Free Internet, Restaurant, Free Wifi, Breakfast included, Non-smoking rooms, Banquet Room, Air conditioning, Refrigerator in room, Flatscreen TV, Breakfast Buffet, Private Balcony, Beach Access, Suites, Wheelchair access, Wifi, Public Wifi, Dry Cleaning, Meeting rooms, Smoking rooms available, Breakfast Available Sallah Beach Resort Hotel is your perfect choice when visiting Salalah. It provides a perfect combination of value and comfort, and gives you a suitable atmosphere for families with many luxury travelers. Salalah Beach Resort Hotel is a suitable hotel for families as it provides air conditioning and refrigerator, and you can also stay connected to the Internet during your stay as it is available for free Wi -Fi to guests. The rooms are distinguished in a hotel service. Guests can also enjoy a swimming pool and breakfast, in which there is Salalah. For guests who use a car, a free parking is available. Make sure to visit a famous Salalah restaurant during your Mediterranean trip, such as the Mina Restaurant, Dolphin Beach Restaurant and Alfaris Restaurant, which is close to Salah Beach Resort Hotel. If you want to discover Salalah, go to a park, such as the archaeological family. You will undoubtedly enjoy your stay in Sallah Beauty Hotel, as you will be able to try everything that Salalah offers."
596,mohdaN9208MY,,,,,"Pool, Internet, Suites, Room service, Free Internet, Wheelchair access, Restaurant, Wifi, Free Wifi, Dry Cleaning, Meeting rooms, Non-smoking rooms, Business center, Fitness center, Laundry Service, Air conditioning, Refrigerator in room, Conference Facilities, Breakfast Buffet, Kids Activities, Shuttle Bus Service, Free parking, Airport transportation, Concierge, Family Rooms, Multilingual Staff, Self-Serve Laundry, Smoking rooms available, Accessible rooms, Non-smoking hotel, Safe, Outdoor pool, Breakfast Available, Housekeeping, Arabic, Baggage Storage, Breakfast in the Room, Convenience Store, English, 24-Hour Front Desk, Ironing Service, Shoeshine, Soundproof Rooms, Special Diet Menus, VIP Room Facilities Looking for a place to stay in Tabouk? Then look no further than Hilton Garden Inn Tabuk, a hotel that brings the best of Tabouk to your doorstep.
Hilton Garden Inn Tabuk offers guests an array of room amenities including a refrigerator and air conditioning, and getting online is possible, as free wifi is available.
The hotel offers a 24 hour front desk, room service, and a concierge, to make your visit even more pleasant. The property also features a pool and breakfast. Guests arriving by vehicle have access to free parking.
Travelers looking for a place to eat close to Hilton Garden Inn Tabuk can head to Mariposa (1.2 mi) or Al Bustan Restaurant (1.1 mi), all of which are within walking distance.
Plus, during your trip, don't forget to check out a history museum, such as Tabuk Castle.
We’re sure you’ll enjoy your stay at Hilton Garden Inn Tabuk as you experience everything Tabouk has to offer.
"
597,48aliar,,,,," Kui-Zin, this name is a play on words: Kui for ""cooked"" and Zin which means ""good"" in Arabic. ""Good"", even ""Better"" is our concept. And, to succeed in this challenge, we opted for ""homemade"": concocted by our chef Kenza, who lived 12 years in Italy and is passionate about culinary creation. she offers a varied menu: Moroccan, Italian, French dishes and revisited recipes. Natural, fresh products and aromatic herbs are featured at Kui-Zin. We take advantage of all the benefits of the products of our beautiful country to make you discover the magic of flavors, scents, and tastes, all in a lively and dynamic atmosphere provided by nice music and a charming terrace."
598,NorthStar14682122975,,,,,"Internet, Room service, Free Internet, Free parking, Restaurant, Public Wifi, Free Wifi, Breakfast included, Non-smoking rooms, Air conditioning, Flatscreen TV, Breakfast Buffet, Arabic, Kids Activities, Shuttle Bus Service, Suites, Wheelchair access, Airport transportation, Wifi, Paid Internet, Dry Cleaning, Concierge, Family Rooms, Smoking rooms available, Refrigerator in room, Minibar, Non-smoking hotel, Safe, Breakfast Available, Free airport transportation, Housekeeping, Baggage Storage, Bath / Shower, Bridal Suite, Car Hire, Express Check-in / Check-out, Clothes Rack, Desk, English, Filipino, Fishing, 24-Hour Front Desk, Hair Dryer, Hindi, Iron, Seating Area, Shoeshine, Snack Bar, Telephone, Urdu, Wake Up Service / Alarm Clock Diwan al amir hotel located in khasab main road city , five minutes walking from lulu super market , you can stay in our rooms with sea view rooms where you can see the port , diwan al amir hotel offers free breakfast with variety of traditional food , diwan al amir hotel have good location , friendly staff , cleanness and quite rooms , free parking around the hotel , also hotel is arranging sea trips and mountain safari ."
599,895viktoriae,,,,,"Pool, Free parking, Wheelchair access, Public Wifi, Fitness center, Laundry Service, Internet, Free Internet, Restaurant, Wifi, Free Wifi, Meeting rooms, Non-smoking rooms, Air conditioning, Breakfast Buffet, Housekeeping, Kids Activities, Room service, Airport transportation, Hot Tub, Concierge, Family Rooms, Minibar, Outdoor pool, Breakfast Available, Sauna, Baggage Storage, Car Hire, Currency Exchange Welcome to Holiday Inn Tabuk!
Friendly service and warm welcome are our everyday policy to our guests. Our guest service associates will ensure that your visit is a very pleasant and memorable one.
&nbsp;
The hotel is only 3km from Tabuk Regional Airport. Stay your way with the modern amenities you expect and the style you want. Holiday Inn Tabuk offers dining experiences that are delightful and delicious. We offer elegant services via Al Walima Restaurant which offers wide range of oriental and western food in a nice atmosphere.
&nbsp;
Whatever your needs are, we can accommodate. With all of our exclusive offers, we'll inspire everything from successful business travels to memorable holiday vacations. 
&nbsp;
We thank you for choosing Holiday Inn Tabuk. Wish you a pleasant staying with us."
600,Resort820778,,,,," Following good traditions, Lucia’s proposes a dining experience that lives in the traditional past, but is also enjoyed by today’s modern diner who also seeks a taste a of the past."
601,B6576UOmichaels,,,,,"Pool, Internet, Suites, Room service, Wheelchair access, Restaurant, Wifi, Free Wifi, Breakfast included, Dry Cleaning, Fitness center, Laundry Service, Banquet Room, Air conditioning, Refrigerator in room, Conference Facilities, Safe, Outdoor pool, Private Beaches, Kids Activities, Beachfront, Shuttle Bus Service, Free Internet, Free parking, Bar/Lounge, Kitchenette, Spa, Airport transportation, Meeting rooms, Non-smoking rooms, Tennis Court, Business center, Concierge, Family Rooms, Accessible rooms, Minibar, Babysitting, Non-smoking hotel, Poolside Bar, Breakfast Available, Facilities for Disabled Guests, Sauna, Arabic, Baggage Storage, Bicycle Rental, Billiards, Bottled Water, Currency Exchange, English, Entertainment Staff, Evening Entertainment, 24-Hour Front Desk, Hindi, Iron, Ironing Service, Kids' Outdoor Play Equipment, Open-air Bath, Pool / Beach Towels, Shoeshine, Snack Bar, Special Diet Menus, Sun Loungers / Beach Chairs, Sun Terrace, Sun Umbrellas, Table Tennis, VIP Room Facilities, Windsurfing, Beach Access The Best 5 Star Sea Resort allover Kingdom of Saudi Arabia : (Saudi Excellence Tourism Award 2017)"
602,Venture33975181297,"Dubai, Emirate of Dubai",,,,"Pool, Internet, Suites, Room service, Free Internet, Wheelchair access, Restaurant, Wifi, Free Wifi, Dry Cleaning, Meeting rooms, Non-smoking rooms, Business center, Fitness center, Laundry Service, Air conditioning, Refrigerator in room, Conference Facilities, Breakfast Buffet, Kids Activities, Shuttle Bus Service, Free parking, Airport transportation, Concierge, Family Rooms, Multilingual Staff, Self-Serve Laundry, Smoking rooms available, Accessible rooms, Non-smoking hotel, Safe, Outdoor pool, Breakfast Available, Housekeeping, Arabic, Baggage Storage, Breakfast in the Room, Convenience Store, English, 24-Hour Front Desk, Ironing Service, Shoeshine, Soundproof Rooms, Special Diet Menus, VIP Room Facilities Looking for a place to stay in Tabouk? Then look no further than Hilton Garden Inn Tabuk, a hotel that brings the best of Tabouk to your doorstep.
Hilton Garden Inn Tabuk offers guests an array of room amenities including a refrigerator and air conditioning, and getting online is possible, as free wifi is available.
The hotel offers a 24 hour front desk, room service, and a concierge, to make your visit even more pleasant. The property also features a pool and breakfast. Guests arriving by vehicle have access to free parking.
Travelers looking for a place to eat close to Hilton Garden Inn Tabuk can head to Mariposa (1.2 mi) or Al Bustan Restaurant (1.1 mi), all of which are within walking distance.
Plus, during your trip, don't forget to check out a history museum, such as Tabuk Castle.
We’re sure you’ll enjoy your stay at Hilton Garden Inn Tabuk as you experience everything Tabouk has to offer.
"
